"","ogrid_cde","n_wells_FALSE","n_wells_TRUE","plug_cost_FALSE","plug_cost_TRUE","sum_individual_bonds_FALSE","sum_individual_bonds_TRUE","active_bond","temp_abandon_bond","bond","hypothetical_perfoot_bond","total_plugcost","uses_active_blanket","uses_tempabandon_blanket","n_temp_abandon_group","active_bond_group","active_triple","temp_abandon_bond_double","bond_2","plug_cost_lowprod"
"18","131559",3,0,413820,0,143970,0,50000,0,50000,143970,413820,TRUE,TRUE,"zero","between 1 and 10",150000,0,143970,NA
"19","13215",3,0,48456,0,83076,0,50000,0,50000,83076,48456,TRUE,TRUE,"zero","between 1 and 10",150000,0,83076,NA
"20","13343",1,3,164460,139176,52410,98196,50000,150000,148196,150606,303636,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,150606,139176
"21","13377",1,0,88680,0,39780,0,50000,0,39780,39780,88680,FALSE,TRUE,"zero","between 1 and 10",150000,0,39780,NA
"22","1340",1,0,145500,0,49250,0,50000,0,49250,49250,145500,FALSE,TRUE,"zero","between 1 and 10",150000,0,49250,NA
"23","13673",0,1,0,57072,0,34512,0,150000,34512,34512,57072,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,34512,57072
"24","138008",45,16,4411896,1752372,1860316,692062,75000,5e+05,575000,2552378,6164268,TRUE,TRUE,"between 11 and 25","between 11 and 50",225000,1e+06,917062,2740668
"25","13837",120,16,11570094.3506618,1455145.58766544,4928349.05844363,642524.264610906,250000,5e+05,750000,5570873.32305453,13025239.9383272,TRUE,TRUE,"between 11 and 25","more than 100",750000,1e+06,1392524.26461091,2064097.58766544
"26","13931",25,2,910956,59100,776826,59850,75000,150000,134850,836676,970056,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,284850,132504
"27","139731",1,0,83665.5876654387,0,38944.2646109064,0,50000,0,38944.2646109064,38944.2646109064,83665.5876654387,FALSE,TRUE,"zero","between 1 and 10",150000,0,38944.2646109064,NA
"28","13998",0,1,0,52968,0,33828,0,150000,33828,33828,52968,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,33828,52968
"29","14070",0,23,0,1312058.28898895,0,793676.381498158,0,5e+05,5e+05,793676.381498158,1312058.28898895,TRUE,TRUE,"between 11 and 25","zero",0,1e+06,793676.381498158,1312058.28898895
"30","140786",0,1,0,67200,0,36200,0,150000,36200,36200,67200,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,36200,67200
"31","14096",3,4,365940,318481.587665439,135990,153080.264610906,50000,150000,2e+05,289070.264610906,684421.587665439,TRUE,TRUE,"between 1 and 5","between 1 and 10",150000,3e+05,289070.264610906,601021.587665439
"32","141402",36,15,1992397.58766544,754488,1232066.26461091,500748,75000,5e+05,575000,1732814.26461091,2746885.58766544,TRUE,TRUE,"between 11 and 25","between 11 and 50",225000,1e+06,725748,1252368
"33","14187",13,1,2265913.58766544,170520,702652.264610906,53420,75000,150000,128420,756072.264610906,2436433.58766544,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,278420,342132
"34","142624",0,10,0,428520,0,321420,0,3e+05,3e+05,321420,428520,TRUE,TRUE,"between 6 and 10","zero",0,6e+05,321420,428520
"35","143199",3,0,274632,0,120772,0,50000,0,50000,120772,274632,TRUE,TRUE,"zero","between 1 and 10",150000,0,120772,NA
"36","14372",1,6,38520,248412,31420,191402,50000,3e+05,222822,222822,286932,FALSE,FALSE,"between 6 and 10","between 1 and 10",150000,6e+05,222822,248412
"37","14424",0,5,0,239208,0,164868,0,150000,150000,164868,239208,TRUE,TRUE,"between 1 and 5","zero",0,3e+05,164868,239208
"38","14462",26,0,2015615.11365807,0,985935.852276345,0,75000,0,75000,985935.852276345,2015615.11365807,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,NA
"39","14634",30,0,2100108,0,1100018,0,75000,0,75000,1100018,2100108,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,NA
"40","14744",501,5,72361070.9903125,528624,24585178.4983854,213104,250000,150000,4e+05,24798282.4983854,72889694.9903125,TRUE,TRUE,"between 1 and 5","more than 100",750000,3e+05,963104,2252808
"41","14771",16,0,2173080,0,762180,0,75000,0,75000,762180,2173080,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,1739940
"42","148981",28,8,1197120,343524,899520,257254,75000,3e+05,332254,1156774,1540644,TRUE,FALSE,"between 6 and 10","between 11 and 50",225000,6e+05,482254,901140
"43","149021",1,0,107280,0,42880,0,50000,0,42880,42880,107280,FALSE,TRUE,"zero","between 1 and 10",150000,0,42880,NA
"44","149441",1,1,146256,51000,49376,33500,50000,150000,82876,82876,197256,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,82876,197256
"45","14948",1,0,44700,0,32450,0,50000,0,32450,32450,44700,FALSE,TRUE,"zero","between 1 and 10",150000,0,32450,NA
"46","149538",1,1,149100,164412,49850,52402,50000,150000,102252,102252,313512,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,102252,164412
"47","150182",14,2,521508,166896,436918,77816,75000,150000,152816,514734,688404,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,302816,352212
"48","150917",0,1,0,55200,0,34200,0,150000,34200,34200,55200,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,34200,55200
"49","151228",20,4,948960,181236,658160,130206,75000,150000,205206,788366,1130196,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,355206,990756
"50","151323",16,3,1787460,407088,697910,142848,75000,150000,217848,840758,2194548,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,367848,1331220
"51","151416",47,1,6457932,126000,2251322,46000,75000,150000,121000,2297322,6583932,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,271000,126000
"52","152374",5,0,648792,0,233132,0,50000,0,50000,233132,648792,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,125400
"53","15305",2,0,167331.175330877,0,77888.5292218129,0,50000,0,50000,77888.5292218129,167331.175330877,TRUE,TRUE,"zero","between 1 and 10",150000,0,77888.5292218129,83665.5876654387
"54","15363",46,2,5298480,175368,2033080,79228,75000,150000,154228,2112308,5473848,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,304228,175368
"55","154303",0,10,0,469668,0,328278,0,3e+05,3e+05,328278,469668,TRUE,TRUE,"between 6 and 10","zero",0,6e+05,328278,469668
"56","154329",34,0,914424,0,1002404,0,75000,0,75000,1002404,914424,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,914424
"57","15501",0,4,0,114912,0,119152,0,150000,119152,119152,114912,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,119152,114912
"58","155471",9,2,1286304,310020,439384,101670,50000,150000,151670,541054,1596324,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,251670,871428
"59","157984",268,81,15591411.1753309,4590804,9298568.52922181,2790134,250000,1e+06,1250000,12088702.5292218,20182215.1753309,TRUE,TRUE,"more than 25","more than 100",750000,2e+06,2750000,4693644
"60","15938",13,4,697428,330804,441238,155134,75000,150000,225000,596372,1028232,TRUE,TRUE,"between 1 and 5","between 11 and 50",225000,3e+05,380134,330804
"61","160190",38,0,2543377.40264702,0,1373896.2337745,0,75000,0,75000,1373896.2337745,2543377.40264702,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,1076481.52599263
"62","162106",1,0,85200,0,39200,0,50000,0,39200,39200,85200,FALSE,TRUE,"zero","between 1 and 10",150000,0,39200,NA
"63","162499",0,1,0,119580,0,44930,0,150000,44930,44930,119580,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,44930,119580
"64","162683",89,45,13692660,4863060,4507110,1935510,125000,1e+06,1125000,6442620,18555720,TRUE,TRUE,"more than 25","between 51 and 100",375000,2e+06,2310510,5507196
"65","163645",3,2,395292,261600,140882,93600,50000,150000,143600,234482,656892,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,234482,517332
"66","164557",24,219,1965696,11904600,927616,7459100,75000,1e+06,1075000,8386716,13870296,TRUE,TRUE,"more than 25","between 11 and 50",225000,2e+06,2225000,12482292
"67","164726",6,1,691356,140448,265226,48408,50000,150000,98408,313634,831804,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,198408,265944
"68","16616",1,1,83665.5876654387,152352,38944.2646109064,50392,50000,150000,89336.2646109065,89336.2646109065,236017.587665439,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,89336.2646109065,152352
"69","16696",194,90,30587660.6396507,7864455.17533088,9947943.43994178,3560742.52922181,250000,1e+06,1250000,13508685.9691636,38452115.8149816,TRUE,TRUE,"more than 25","more than 100",750000,2e+06,2750000,10970421.5259926
"70","16788",1,0,79884,0,38314,0,50000,0,38314,38314,79884,FALSE,TRUE,"zero","between 1 and 10",150000,0,38314,NA
"71","168687",0,7,0,780624,0,305104,0,3e+05,3e+05,305104,780624,TRUE,TRUE,"between 6 and 10","zero",0,6e+05,305104,780624
"72","17213",147,3,10319652,162564,5394942,102094,250000,150000,352094,5497036,10482216,TRUE,FALSE,"between 1 and 5","more than 100",750000,3e+05,852094,1463304
"73","173413",4,0,573528,0,195588,0,50000,0,50000,195588,573528,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,573528
"74","175071",5,1,607500,147900,226250,49650,50000,150000,99650,275900,755400,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,199650,285972
"75","17733",3,0,304296,0,125716,0,50000,0,50000,125716,304296,TRUE,TRUE,"zero","between 1 and 10",150000,0,125716,210096
"76","177888",4,1,337143.175330877,64200,156190.529221813,35700,50000,150000,85700,191890.529221813,401343.175330877,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,185700,64200
"77","17820",1,0,86364,0,39394,0,50000,0,39394,39394,86364,FALSE,TRUE,"zero","between 1 and 10",150000,0,39394,86364
"78","17985",22,2,2565828,274500,977638,95750,75000,150000,170750,1073388,2840328,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,320750,469032
"79","180387",1,0,76200,0,37700,0,50000,0,37700,37700,76200,FALSE,TRUE,"zero","between 1 and 10",150000,0,37700,NA
"80","180930",11,3,976668,260280,437778,118380,75000,150000,193380,556158,1236948,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,343380,616068
"81","18099",4,2,432288,247296,172048,91216,50000,150000,141216,263264,679584,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,241216,247296
"82","181109",42,1,2544355.93832719,45960,1474059.32305453,32660,75000,150000,107660,1506719.32305453,2590315.93832719,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,257660,1010850.35066175
"83","181802",18,1,422847.175330877,23592,520474.529221813,28932,75000,150000,103932,549406.529221813,446439.175330877,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,253932,446439.175330877
"84","184",2,1,175068,78612,79178,38102,50000,150000,88102,117280,253680,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,117280,78612
"85","184357",0,1,0,142800,0,48800,0,150000,48800,48800,142800,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,48800,142800
"86","185239",0,12,0,75936,0,312656,0,5e+05,312656,312656,75936,TRUE,FALSE,"between 11 and 25","zero",0,1e+06,312656,75936
"87","18833",2,0,173665.587665439,0,78944.2646109065,0,50000,0,50000,78944.2646109065,173665.587665439,TRUE,TRUE,"zero","between 1 and 10",150000,0,78944.2646109065,173665.587665439
"88","18917",26,2,2525172,286236,1070862,97706,75000,150000,172706,1168568,2811408,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,322706,469800
"89","18973",1,1,32940,15708,30490,27618,50000,150000,58108,58108,48648,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,58108,15708
"90","189951",0,1,0,89508,0,39918,0,150000,39918,39918,89508,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,39918,89508
"91","1903",1,0,83665.5876654387,0,38944.2646109064,0,50000,0,38944.2646109064,38944.2646109064,83665.5876654387,FALSE,TRUE,"zero","between 1 and 10",150000,0,38944.2646109064,NA
"92","19034",0,1,0,49380,0,33230,0,150000,33230,33230,49380,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,33230,49380
"93","190595",25,21,2695236,1680480,1074206,805080,75000,5e+05,575000,1879286,4375716,TRUE,TRUE,"between 11 and 25","between 11 and 50",225000,1e+06,1030080,2133552
"94","19111",30,1,1892544,50400,1065424,33400,75000,150000,108400,1098824,1942944,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,258400,1221720
"95","192463",67,53,11285040,5360538.35066175,3555840,2218423.05844363,125000,1e+06,1125000,5774263.05844363,16645578.3506618,TRUE,TRUE,"more than 25","between 51 and 100",375000,2e+06,2375000,6650430.35066175
"96","192951",1,0,44100,0,32350,0,50000,0,32350,32350,44100,FALSE,TRUE,"zero","between 1 and 10",150000,0,32350,44100
"97","193484",0,3,0,151536,0,100256,0,150000,100256,100256,151536,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,100256,151536
"98","19381",6,0,465744,0,227624,0,50000,0,50000,227624,465744,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,405144
"99","194266",29,4,2655396,549000,1167566,191500,75000,150000,225000,1359066,3204396,TRUE,TRUE,"between 1 and 5","between 11 and 50",225000,3e+05,416500,549000
"100","195670",14,1,1214040,94248,552340,40708,75000,150000,115708,593048,1308288,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,265708,412596
"101","196015",61,2,2890868.45463228,202368,2006811.40910538,83728,125000,150000,208728,2090539.40910538,3093236.45463228,TRUE,FALSE,"between 1 and 5","between 51 and 100",375000,3e+05,458728,2896806.86696684
"102","196069",9,2,590688,122532,323448,70422,50000,150000,120422,393870,713220,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,220422,122532
"103","198688",1,5,107700,629496,42950,229916,50000,150000,192950,272866,737196,FALSE,TRUE,"between 1 and 5","between 1 and 10",150000,3e+05,272866,629496
"104","19914",0,1,0,93804,0,40634,0,150000,40634,40634,93804,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,40634,93804
"105","19958",155,20,9230796,613740,5413466,602290,250000,5e+05,750000,6015756,9844536,TRUE,TRUE,"between 11 and 25","more than 100",750000,1e+06,1352290,981252
"106","20077",18,3,1010892,162132,618482,102022,75000,150000,177022,720504,1173024,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,327022,862080
"107","20208",21,0,1239048,0,731508,0,75000,0,75000,731508,1239048,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,80700
"108","20241",0,2,0,100776,0,66796,0,150000,66796,66796,100776,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,66796,100776
"109","20389",3,0,222120,0,112020,0,50000,0,50000,112020,222120,TRUE,TRUE,"zero","between 1 and 10",150000,0,112020,NA
"110","20451",1,0,87360,0,39560,0,50000,0,39560,39560,87360,FALSE,TRUE,"zero","between 1 and 10",150000,0,39560,87360
"111","20497",10,1,928068,45000,404678,32500,50000,150000,82500,437178,973068,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,182500,425160
"112","20713",1,1,59880,59424,34980,34904,50000,150000,69884,69884,119304,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,69884,119304
"113","209564",0,5,0,719388,0,244898,0,150000,150000,244898,719388,TRUE,TRUE,"between 1 and 5","zero",0,3e+05,244898,719388
"114","2096",14,0,1028532,0,521422,0,75000,0,75000,521422,1028532,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,83400
"115","20989",0,7,0,499368,0,258228,0,3e+05,258228,258228,499368,TRUE,FALSE,"between 6 and 10","zero",0,6e+05,258228,499368
"116","21013",6,2,512736,210396,235456,85066,50000,150000,135066,320522,723132,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,235066,479616
"117","212092",1,7,142068,905052,48678,325842,50000,3e+05,348678,374520,1047120,FALSE,TRUE,"between 6 and 10","between 1 and 10",150000,6e+05,374520,1047120
"118","212253",0,1,0,26244,0,29374,0,150000,29374,29374,26244,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,29374,26244
"119","213179",2,0,193777.587665439,0,82296.2646109065,0,50000,0,50000,82296.2646109065,193777.587665439,TRUE,TRUE,"zero","between 1 and 10",150000,0,82296.2646109065,NA
"120","213190",5,5,561865.587665439,625465.587665439,218644.264610906,229244.264610906,50000,150000,2e+05,447888.529221813,1187331.17533088,TRUE,TRUE,"between 1 and 5","between 1 and 10",150000,3e+05,379244.264610906,865465.587665439
"121","21355",713,2,57214885.5876654,264960,27360814.2646109,94160,250000,150000,344160,27454974.2646109,57479845.5876654,TRUE,FALSE,"between 1 and 5","more than 100",750000,3e+05,844160,1935540
"122","213843",5,0,198528,0,158088,0,50000,0,50000,158088,198528,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,119484
"123","21386",0,3,0,168120,0,103020,0,150000,103020,103020,168120,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,103020,168120
"124","214263",0,7,0,685159.938327193,0,289193.323054532,0,3e+05,289193.323054532,289193.323054532,685159.938327193,TRUE,FALSE,"between 6 and 10","zero",0,6e+05,289193.323054532,685159.938327193
"125","21448",0,2,0,159600,0,76600,0,150000,76600,76600,159600,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,76600,159600
"126","215099",48,12,8941201.58766544,1677108,2690200.26461091,579518,75000,5e+05,575000,3269718.26461091,10618309.5876654,TRUE,TRUE,"between 11 and 25","between 11 and 50",225000,1e+06,804518,1863996
"127","215322",1,0,83665.5876654387,0,38944.2646109064,0,50000,0,38944.2646109064,38944.2646109064,83665.5876654387,FALSE,TRUE,"zero","between 1 and 10",150000,0,38944.2646109064,NA
"128","21566",3,2,452340,195552,150390,82592,50000,150000,132592,232982,647892,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,232592,496812
"129","215732",3,1,366997.587665439,141216,136166.264610906,48536,50000,150000,98536,184702.264610906,508213.587665439,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,184702.264610906,141216
"130","215879",5,0,424824,0,195804,0,50000,0,50000,195804,424824,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,NA
"131","21602",5,0,444168,0,199028,0,50000,0,50000,199028,444168,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,53160
"132","216282",0,1,0,76824,0,37804,0,150000,37804,37804,76824,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,37804,76824
"133","216330",2,0,176208,0,79368,0,50000,0,50000,79368,176208,TRUE,TRUE,"zero","between 1 and 10",150000,0,79368,NA
"134","21712",6,0,582649.587665439,0,247108.264610906,0,50000,0,50000,247108.264610906,582649.587665439,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,108900
"135","217598",2,2,294180,296316,99030,99386,50000,150000,149386,198416,590496,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,198416,296316
"136","217817",9,8,1327980,1067580,446330,377930,50000,3e+05,350000,824260,2395560,TRUE,TRUE,"between 6 and 10","between 1 and 10",150000,6e+05,527930,1246656
"137","217955",58,1,10865940,1188,3260990,25198,125000,150000,150198,3286188,10867128,TRUE,FALSE,"between 1 and 5","between 51 and 100",375000,3e+05,400198,138348
"138","219023",4,0,252925.587665439,0,142154.264610906,0,50000,0,50000,142154.264610906,252925.587665439,TRUE,TRUE,"zero","between 1 and 10",150000,0,142154.264610906,NA
"139","220397",21,1,1210800,57600,726800,34600,75000,150000,109600,761400,1268400,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,259600,230652
"140","220613",2,0,285696,0,97616,0,50000,0,50000,97616,285696,TRUE,TRUE,"zero","between 1 and 10",150000,0,97616,142200
"141","221076",0,8,0,681900,0,313650,0,3e+05,3e+05,313650,681900,TRUE,TRUE,"between 6 and 10","zero",0,6e+05,313650,681900
"142","22223",0,1,0,53628,0,33938,0,150000,33938,33938,53628,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,33938,53628
"143","224367",7,0,344376,0,232396,0,50000,0,50000,232396,344376,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,NA
"144","225437",75,0,3103462.22731614,0,2392243.70455269,0,125000,0,125000,2392243.70455269,3103462.22731614,TRUE,TRUE,"zero","between 51 and 100",375000,0,375000,2892502.22731614
"145","225942",23,0,2253354.35066175,0,950559.058443626,0,75000,0,75000,950559.058443626,2253354.35066175,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,142848
"146","226927",4,3,334662.350661755,211539.175330877,155777.058443626,110256.529221813,50000,150000,160256.529221813,266033.587665439,546201.525992632,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,260256.529221813,295204.762996316
"147","22767",11,1,434763.175330877,48240,347460.529221813,33040,75000,150000,108040,380500.529221813,483003.175330877,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,258040,310405.587665439
"148","228051",9,3,889248,339720,373208,131620,50000,150000,181620,504828,1228968,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,281620,339720
"149","228270",0,25,0,665269.587665439,0,735878.264610906,0,5e+05,5e+05,735878.264610906,665269.587665439,TRUE,TRUE,"between 11 and 25","zero",0,1e+06,735878.264610906,665269.587665439
"150","228296",6,1,602004,144324,250334,49054,50000,150000,99054,299388,746328,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,199054,746328
"151","228937",259,19,44108254.2273161,2315751.17533088,13826375.7045527,860958.529221813,250000,5e+05,750000,14687334.2337745,46424005.402647,TRUE,TRUE,"between 11 and 25","more than 100",750000,1e+06,1610958.52922181,3489258.35066175
"152","229137",522,43,90453400.7629963,4123345.58766544,28125566.7938327,1762224.26461091,250000,1e+06,1250000,29887791.0584436,94576746.3506618,TRUE,TRUE,"more than 25","more than 100",750000,2e+06,2512224.26461091,7817077.58766544
"153","229856",0,1,0,165600,0,52600,0,150000,52600,52600,165600,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,52600,165600
"154","230601",0,1,0,83665.5876654387,0,38944.2646109064,0,150000,38944.2646109064,38944.2646109064,83665.5876654387,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,38944.2646109064,83665.5876654387
"155","230757",0,4,0,192120,0,132020,0,150000,132020,132020,192120,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,132020,192120
"156","231382",0,1,0,24456,0,29076,0,150000,29076,29076,24456,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,29076,24456
"157","231429",13,0,1472544,0,570424,0,75000,0,75000,570424,1472544,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,354084
"158","232611",21,3,1798309.58766544,366528,824718.264610906,136088,75000,150000,211088,960806.264610906,2164837.58766544,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,361088,1382532
"159","236183",40,4,1771141.58766544,193248,1295190.26461091,132208,75000,150000,207208,1427398.26461091,1964389.58766544,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,357208,1570429.58766544
"160","236312",3,0,98304,0,91384,0,50000,0,50000,91384,98304,TRUE,TRUE,"zero","between 1 and 10",150000,0,91384,98304
"161","236452",1,4,56520,224004,34420,137334,50000,150000,171754,171754,280524,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,171754,224004
"162","24010",58,4,7423311.17533088,495744,2687218.52922181,182624,125000,150000,275000,2869842.52922181,7919055.17533088,TRUE,TRUE,"between 1 and 5","between 51 and 100",375000,3e+05,557624,977928
"163","240713",4,1,266607.175330877,50772,144434.529221813,33462,50000,150000,83462,177896.529221813,317379.175330877,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,177896.529221813,317379.175330877
"164","240974",188,70,11672820,5031780,6645470,2588630,250000,1e+06,1250000,9234100,16704600,TRUE,TRUE,"more than 25","more than 100",750000,2e+06,2750000,6672924
"165","241333",13,45,1173085.58766544,3564361.58766544,520514.264610906,1719060.26461091,75000,1e+06,1075000,2239574.52922181,4737447.17533088,TRUE,TRUE,"more than 25","between 11 and 50",225000,2e+06,1944060.26461091,3813421.58766544
"166","24164",23,1,1689769.40264702,25200,856628.233774503,29200,75000,150000,104200,885828.233774503,1714969.40264702,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,254200,108865.587665439
"167","24225",3,2,381157.587665439,211225.587665439,138526.264610906,85204.2646109065,50000,150000,135204.264610906,223730.529221813,592383.175330877,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,223730.529221813,294891.175330877
"168","243805",0,1,0,23796,0,28966,0,150000,28966,28966,23796,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,28966,23796
"169","245056",0,3,0,59868,0,84978,0,150000,84978,84978,59868,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,84978,59868
"170","24558",38,4,3182749.58766544,337116,1480458.26461091,156186,75000,150000,225000,1636644.26461091,3519865.58766544,TRUE,TRUE,"between 1 and 5","between 11 and 50",225000,3e+05,381186,1693680
"171","245872",6,2,496980,75888,232830,62648,50000,150000,112648,295478,572868,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,212648,119376
"172","246069",0,2,0,271824,0,95304,0,150000,95304,95304,271824,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,95304,271824
"173","246205",6,3,173244,79944,178874,88324,50000,150000,138324,267198,253188,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,238324,253188
"174","246238",0,1,0,67920,0,36320,0,150000,36320,36320,67920,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,36320,67920
"175","246289",45,7,5815296,960180,2094216,335030,75000,3e+05,375000,2429246,6775476,TRUE,TRUE,"between 6 and 10","between 11 and 50",225000,6e+05,560030,1334496
"176","247692",29,15,3080700,1882980,1238450,688830,75000,5e+05,575000,1927280,4963680,TRUE,TRUE,"between 11 and 25","between 11 and 50",225000,1e+06,913830,2370816
"177","248802",0,126,0,5519856,0,4069976,0,1e+06,1e+06,4069976,5519856,TRUE,TRUE,"more than 25","zero",0,2e+06,2e+06,5519856
"178","249099",29,2,5210232,298800,1593372,99800,75000,150000,174800,1693172,5509032,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,324800,446364
"179","249351",0,1,0,140988,0,48498,0,150000,48498,48498,140988,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,48498,140988
"180","24942",1,0,27204,0,29534,0,50000,0,29534,29534,27204,FALSE,TRUE,"zero","between 1 and 10",150000,0,29534,NA
"181","253499",1,0,96360,0,41060,0,50000,0,41060,41060,96360,FALSE,TRUE,"zero","between 1 and 10",150000,0,41060,NA
"182","25454",1,0,105816,0,42636,0,50000,0,42636,42636,105816,FALSE,TRUE,"zero","between 1 and 10",150000,0,42636,NA
"183","25482",0,25,0,1616496,0,894416,0,5e+05,5e+05,894416,1616496,TRUE,TRUE,"between 11 and 25","zero",0,1e+06,894416,1616496
"184","25504",6,2,330588,87000,205098,64500,50000,150000,114500,269598,417588,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,214500,324468
"185","25542",3,4,359184,155052,134864,125842,50000,150000,175842,260706,514236,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,260706,155052
"186","25593",7,1,545184,50112,265864,33352,50000,150000,83352,299216,595296,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,183352,50112
"187","256073",176,19,14717846.9903125,1334341.58766544,6852974.49838541,697390.264610906,250000,5e+05,750000,7550364.76299632,16052188.5779779,TRUE,TRUE,"between 11 and 25","more than 100",750000,1e+06,1447390.26461091,3207153.52599263
